Municipality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
NEW FAIRFIELD,0.0117464888868,0.00854690999092,0.00698996858053,0.00540268058884,0.00633218937556,0.00489142798994,0.00442197418123,0.00384040814462,0.00916446358234,0.0138413870586,0.0127753584036,0.0129813463594,0.0120865380405,0.0107307927112
NEW HARTFORD,0.016358593258,0.0149555385811,0.0123129183828,0.0131654742717,0.0122810703831,0.0100480647733,0.00912985258564,0.00909497366172,0.0173297360471,0.0116628197052,0.0108349732412,0.0101992712739,0.00938612408559,0.00863457724939
NEW HAVEN,0.075566789881,0.0771317406464,0.0716732541185,0.0635848379894,0.0573421906685,0.0510889463073,0.0789891963908,0.0665989279549,0.060829468695,0.06481740878,0.0751579711547,0.0591773881622,0.0617174524543,0.0589029925849
NEW LONDON,0.0189490864161,0.0186583221325,0.015677341274,0.0147115557761,0.0105266898357,0.0103406003953,0.0108430030766,0.0108809333978,0.0161528870407,0.0198750235585,0.0195975226398,0.021323889572,0.0273415909533,0.0267284114236
NEW MILFORD,0.0253565841433,0.0219489436953,0.0153344465478,0.0125045462821,0.00999005491434,0.0100678307049,0.00764755672312,0.00750146925143,0.00749340844163,0.00747528888937,0.00695396271004,0.00589126154726,0.0053526119747,0.00435946606311
NEWINGTON,0.00548014234687,0.00584650527081,0.00716896955702,0.00713254671216,0.00578430863891,0.00566713854729,0.00452863278691,0.00420950788338,0.00398805851393,0.00342164908849,0.00375878331331,0.00321658142663,0.00270959848857,0.00204050888543
NEWTOWN,0.0162962185792,0.0137243142635,0.012295510838,0.0115833940514,0.0113682791236,0.0116442314625,0.0123675638619,0.0130564366905,0.0148513405888,0.0169040817692,0.0182911342956,0.0178427032291,0.017098221011,0.0140886550725
NORFOLK,0.00756503699416,0.00702581093118,0.00532507846371,0.00495682540718,0.00319360186119,0.00263354408035,0.00315883868473,0.00697913996734,0.00650059152428,0.00656491429822,0.00599033495395,0.00642248358043,0.00582972764612,0.00467917616607
NORTH BRANFORD,0.0240115544196,0.0236213761802,0.0187422329383,0.015295790744,0.0128466618069,0.0166645873801,0.0147774721571,0.0210832849039,0.0257904472104,0.0268075289003,0.0269203969372,0.0257583622026,0.0225581631317,0.0198229594005
NORTH CANAAN,0.0113154490037,0.00851174938565,0.00769381698879,0.00621920131182,0.00506564467151,0.00381027165253,0.00357009073675,0.00389264035583,0.00361662725917,0.00393700715292,0.0048581226037,0.00599775935642,0.00591958329491,0.00611264727332
NORTH HAVEN,0.0132311356865,0.0103216071648,0.00893773672223,0.00708429317979,0.0110763271692,0.0212190535596,0.0162175968064,0.0131585750317,0.0134891725029,0.0126508386029,0.012202444142,0.0138180207047,0.0147677255155,0.0130364211674
NORTH STONINGTON,0.0142590155358,0.0120631629105,0.00920327562273,0.00728889797581,0.00568487980593,0.00483407389707,0.00376130457997,0.00348283422026,0.00351337387946,0.0034891028074,0.0050387108606,0.000719255718297,0.00117879821349,0.000797339543436
NORWALK,0.0113391458988,0.00826329022415,0.00813987763253,0.0151885011534,0.0109226076055,0.00974846674741,0.00928138864754,0.00992825316567,0.0113263137886,0.0119254736129,0.01231999979,0.0130398608201,0.0132252673453,0.0127590866943
NORWICH,0.0231665501919,0.0189954895312,0.016051256517,0.0130646591264,0.0087182419419,0.00698575263467,0.0060996824402,0.00608922092551,0.00871175561192,0.00874973401143,0.0128249840108,0.0115616572186,0.0142788172501,0.0173337252434
OLD LYME,0.0136991069639,0.0100712628271,0.010231253657,0.00830997348203,0.00775462446404,0.00608658991297,0.00538517206604,0.00702651311312,0.00727751983605,0.0115360432051,0.0171590083023,0.0160779208195,0.013792974731,0.0144085777021
OLD SAYBROOK,0.00813875386577,0.00902164486037,0.00759391891709,0.00656459402673,0.00624621189449,0.00696157046925,0.00677546696792,0.00726560314807,0.00631469372308,0.00662870949314,0.00635781801518,0.00678316443501,0.0106092537818,0.0122679961825
ORANGE,0.0130550475619,0.00940750820986,0.00778099858628,0.0107244736248,0.0141122009799,0.0134359437976,0.0195670678359,0.0175945874775,0.0170569506018,0.0158522634208,0.0186870123306,0.0188300363284,0.0153590595377,0.0161059100084
OXFORD,0.012162520734,0.00841973516494,0.00641126537563,0.00488428531067,0.00344518788122,0.00392726454898,0.00739051796965,0.0147831527463,0.0145172139516,0.0140080598924,0.0139395281718,0.0135982040565,0.0120224796979,0.0109075106143
PLAINFIELD,0.0194480603474,0.0158943927706,0.0132353330953,0.00870639509554,0.00604367229026,0.0143610838516,0.013512271836,0.0136399494146,0.0130810507026,0.0117630604063,0.0102461902889,0.0112624814772,0.00978426071173,0.00807192881509
PLAINVILLE,0.00960539790843,0.012129945968,0.0091142580326,0.0124590378769,0.0154990044291,0.0207225201115,0.0212084498054,0.0189003160682,0.0254855426333,0.0327418059735,0.031185905336,0.0297444507657,0.0278095128861,0.024259970278
PLYMOUTH,0.02334145576,0.0204721871733,0.0164976534532,0.0193507176809,0.0157926877677,0.0210987126637,0.0205862112012,0.0181612237755,0.0175532387108,0.0156787502266,0.0143929069597,0.0220487708642,0.0246012731912,
POMFRET,0.0103851520626,0.00722450099266,0.00460347552165,0.00274436562009,0.00149777553469,0.00051956751883,0.00137257880454,0.00133791923725,0.00110368444469,0.000901364165371,0.0102274904099,0.0103780010898,0.0105095313149,0.00831714990982
PORTLAND,0.0206454383896,0.0332784471337,0.0247853763259,0.0298046387667,0.0253910819014,0.0221244359903,0.0214715499388,0.0186784350298,0.0177857642375,0.0174773026069,0.0176693649664,0.0157465542531,0.0141556544525,0.013106870154
